id,run_id,upgrade_name,level
020521ba-66c5-40a9-b2b4-67523786b4ed,caf16c51-3c9d-4af3-a29b-57ac07f87506,Onda expansiva,1
021f7d4c-12c4-4653-9a8f-569ddf1ff1fa,32d9bf5b-89d1-4916-895e-c95307c39b07,Trébol,1
025c3ddb-a3ba-40c6-97dd-5a4fc1eab454,525e6543-d63d-4785-b687-fc62572801c7,Venganza I,1
02783caf-de8c-4f06-81fb-98b40d6a7304,b2ea2a8d-0698-437a-ab5a-fe0d53f8e384,Vampirismo IV,1
028ad8ab-b834-48e7-b91b-18841df59ed1,0f33c073-f218-41b5-af78-ee891110b44a,Esquiva I,1
028c845c-7d9d-4cd9-8124-256faa7eec83,12a9ff81-ed85-4e81-b71e-625079debd23,Rebote,1
028f8fa2-4a89-49ed-bb10-87c1ee0cf24f,2104ffd8-6435-4041-9c45-5c1f205b0976,Furia,1
0292ee99-067c-49e3-940a-adfcc93e897f,50d353db-3226-48d3-89fd-00a80fcf618d,Suerte mayor,2
02a319aa-3f37-4563-b174-2cf7d2767537,547c202d-b1b3-4c60-99a5-8ea4b22b788b,Venganza II,1
02acbdf0-7177-4c29-8278-684019b975ff,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,Regeneración IV,1
02b4dd6e-f0ca-4057-ad73-828ad358e472,989215b9-2bdf-4c15-a089-a53d4e201445,Codicia,1
02cc34f2-33bf-44b9-991d-468816214dcc,2c88a764-84ed-44a1-b1c1-f2448c972218,Regeneración I,1
02ed8057-9bfe-4f42-a956-3f957cb1f131,42f13b81-8a0e-4acd-8ce8-8270f40d08b1,Alcance I,1
02f1c720-1dfb-4661-ab7b-2c38e7a60563,1032cea7-f187-49e0-9ef5-dab0008fd52b,Flecha ardiente,1
02ff7aab-d9d9-4d59-8e4d-011e6a279919,0c266f69-0927-4d71-b084-d2a9b2ea6880,Botas ligeras,1
030d39b8-13ce-4b69-92c5-dba90314f130,67c16107-bd12-4c96-ac7e-51da750aa2c3,Vitalidad legendaria,1
03195526-a0e8-4f24-8a4e-23ed3282bde1,1032cea7-f187-49e0-9ef5-dab0008fd52b,Imán I,1
032bc408-5e9a-4660-ade6-ec98bd3b4ad1,cacce394-6c33-4073-8334-66ead8905bb1,Cadencia II,2
032efee2-fdfa-4f98-9dda-ebfaa449912e,0973cd03-3e0c-44b3-8c9b-d623f490bb68,Corazón de hierro,2
03335207-f4db-4094-a604-884a5af10b6d,81b98eed-3c9b-4dac-a7cf-101b8d758192,Daño I,1
0333bbcb-d5ea-4fbf-afce-e1aee12d6e25,7f9a2bfb-e0f8-4dd3-9aad-991db4caf9bf,Vampirismo IV,1
0370fa97-e964-4e1d-ac6a-dc18e6d52918,7cbc6bac-31b7-4341-8e27-9e0e39ea6ad5,Infierno,1
0374a938-8923-48c1-9418-26448e763a73,035e4ae5-9b01-49a1-80bb-bfd33381c569,Daño I,1
0398da09-c1d1-48ae-9f31-633a5a373d3b,0973cd03-3e0c-44b3-8c9b-d623f490bb68,Daño I,2
03a2d5c6-071f-4c57-9f75-484d13aafcc6,a0bf9a3f-dcc7-48b9-953c-ec94412c791d,Pulso legendario,1
03a33ad1-7543-4ae9-9154-81200bf82965,692afeaf-88db-4284-976e-beeee8413b96,Botas veloces,1
03a46526-8e2b-4794-80bd-9fcecfc4af9a,c3d2f2ab-c4ef-4536-8eb3-12b6f72ca721,Codicia,2
03d52112-8444-48cc-93b3-2e3711d5039e,0acd8809-8a3f-44e8-8ec9-03fb2ebfa02b,Vampirismo IV,1
03dff887-02e3-4c89-b63a-fc7f347f45e2,c3d2f2ab-c4ef-4536-8eb3-12b6f72ca721,Corazón de hierro,1
03f90567-3212-4c66-977e-448526fafdb4,8c8dc550-93e5-4ed0-b7de-35848833931a,Flecha extra,1
04024dcb-362e-479c-b183-ed2c57e54818,8049f7ab-ed9a-40c6-ac11-bb00a01272eb,Daño masivo,1
043bf71b-9813-44b1-841c-afe80218f4b2,36f78638-69ff-473d-91cc-cd779e015bf1,Aura I,1
044e3b88-0285-4f29-8644-208f89f79dfe,6f7225e5-b6d0-4c5c-aa6a-bbe232c5997d,Vampirismo III,1
0450e99c-c551-4844-ba86-19dd7466e9cb,2042c711-f981-4d9e-bc9e-1e64f6f65312,Aura legendaria,1
0453dc85-2ede-4d2e-826e-a6cfbbbbb0c6,93bad4a3-b6cc-4716-8212-ae631efe5f35,Singularidad,1
0454dc19-9341-4d18-bcc0-d9d69c377a4a,c3d2f2ab-c4ef-4536-8eb3-12b6f72ca721,Alcance II,2
0499251e-cb62-491d-b1d2-3edaa3c0e6bc,f5a67edd-38e5-474f-b534-8a441e3b4aa9,Botas ligeras,1
04b910d5-4b61-452c-8582-6b7f7ae04333,8e67c14b-098a-4790-8301-ab832419230f,Venganza I,1
04cacff7-178e-40c5-a674-009696bf7356,54448c6e-91f8-473c-9073-92b6e431d4a0,Flecha ardiente,1
04dd3671-b329-45a1-840d-1ac5e233745a,7031b138-ad7f-4da4-a7d4-d8b5e3ecd4df,Fortuna legendaria,1
04e49d8e-e108-4a1b-9732-b511a866118d,7977afbe-8e55-42c2-93d8-26664e97cf4e,Venganza I,2
04f2b5ba-a977-4ee5-a2d5-9837c42efe63,93bad4a3-b6cc-4716-8212-ae631efe5f35,Aura II,1
052fe3cd-b136-422a-90fc-0689ba515683,12b80902-760c-44ca-ad02-905a58cf4b1e,Esquiva I,1
05395874-f8bf-44c6-a974-c3650e642f27,54448c6e-91f8-473c-9073-92b6e431d4a0,Daño masivo,2
053f335a-54c7-4a78-9a49-b045f1c666c7,eb6ae233-5b63-4bfa-b563-5d9dab5e9da8,Daño I,1
0546c0c7-8d7f-409b-baf5-dccc869ef855,7977afbe-8e55-42c2-93d8-26664e97cf4e,Cadencia II,1
05621c60-05ec-4f18-9bac-1833d0b9bc2a,d4278cff-e28c-4a9e-bfb9-0f0b9f7256e8,Suerte menor,2
059ecaae-bbf2-41ec-bf09-77f3385f931e,f106d89b-85f7-40bb-9334-c29f021612d0,Flecha extra,1
05b2042a-2613-48ec-b00a-cede588f6ff3,3e3efb61-24e5-429d-852c-19f4e9fc411c,Regeneración legendaria,1
05bc6842-c123-4226-895f-0bc83b0eb6c3,7cbc6bac-31b7-4341-8e27-9e0e39ea6ad5,Cadencia II,1
05c1810a-c1a2-4b56-bb49-9e7160edf347,613255d8-47d3-42be-8925-4e006c72eb2f,Vitalidad legendaria,1
05c82c31-da60-434d-8b00-2588ee3c96e9,f09784ea-cb6a-4d4f-8b68-c36060821e1a,Flecha ardiente,1
05d09c84-f006-4677-bb44-268d4a7e990a,81897b06-fd81-4935-9f3e-1c168deb59e9,Alcance I,2
05d99fbd-cfef-4669-98df-1d08d652a2d3,3b58d74b-cc08-487e-9868-de651ad91a67,Bastión,1
05f1eb44-06a3-4d1e-be80-8676fa9249be,54448c6e-91f8-473c-9073-92b6e431d4a0,Botas ligeras,1
05fca31e-39aa-488f-aa10-ceaf9668e85f,70148665-4c49-4e80-9e8d-bfddc9aaebd0,Venganza II,2
06088d37-be3c-4827-beef-e61bae45c9bc,0af94b2a-fe69-479c-b598-81d3a6b77610,Botas ligeras,1
061db05c-d9c4-49de-8d55-a53d7d170cc9,b7c48a10-1c42-43c1-bc58-ece266868745,Singularidad,1
064cc2b3-6b5e-4ac5-a9f4-f6abe2843dfc,23740e2a-e875-442f-a84f-aba564335f30,Regeneración II,1
067b89bf-25b7-4d8e-84e8-e890fe869c35,689bcacd-5e06-4be3-be11-3e60dc829331,Sabiduría,1
068d22e1-02de-4e96-9902-4e4f02f3c8e7,e5f697dc-6c6a-44a9-b2d4-33a751744ed0,Disparo rápido,1
0693b318-afb6-46d2-bdd1-232f33036b3c,40670b81-b267-43df-9a3a-56f504bf6354,Puntería I,2
069783d7-52fc-49f7-8e43-f0d11065169f,e9ae714c-6ca4-414d-87d9-e968c35ebfe2,Botas ligeras,2
06b83500-87dd-44db-ae39-3eeb086fc37f,4c3ee856-dc8a-44b9-af4c-599ed8f7cff0,Esquiva I,1
06b88c40-44f0-4355-8b3e-4134f11dd428,67c16107-bd12-4c96-ac7e-51da750aa2c3,Cadencia II,3
06d1fa4b-f022-4c55-9ba2-89e608b5e20d,2303b01f-fa08-4f77-bc3a-7a0d5f6d678b,Pulso II,1
06d9b274-6ca6-43cf-bba6-7ba6bdff9d88,689bcacd-5e06-4be3-be11-3e60dc829331,Suerte mayor,1
070e2fc1-3f23-4af5-a08e-6d9297856eb4,e9ae714c-6ca4-414d-87d9-e968c35ebfe2,Aura intensa,1
0710b5af-83d8-4043-9346-fb19dfad6d12,4bfb2dd5-6f1f-475f-8dfa-3073d34d9f8a,Regeneración I,2
071df32d-af9f-4bc8-a016-429645410bed,89ad5a3a-b615-4b5c-935b-4558b5a3b498,Intangible,1
07221bdc-30c1-4c2e-ba8a-93a68fcefa98,42f13b81-8a0e-4acd-8ce8-8270f40d08b1,Suerte menor,1
07386e89-7c15-451c-aee9-55b03720ecfe,3b58d74b-cc08-487e-9868-de651ad91a67,Vampirismo IV,1
07403e37-9817-482e-9595-ead57d02c0a3,7cbc6bac-31b7-4341-8e27-9e0e39ea6ad5,Regeneración II,1
074169e7-bbcc-4202-acd0-821d7461270a,23740e2a-e875-442f-a84f-aba564335f30,Vampirismo IV,1
0744eff8-14bd-41c0-8d96-16b7e14370a2,fd1e77bb-7d0a-4c7f-8dbc-66e1a1900f98,Cadencia I,2
0758d37c-a603-4e68-9f5c-2247ad8cc561,06fe9657-81a8-498e-98e3-7a0a247229de,Imán II,1
077e7460-81bb-4d7e-87cf-b507ae46e653,93bad4a3-b6cc-4716-8212-ae631efe5f35,Fortuna legendaria,1
079062be-f653-4785-8770-8c19099a2166,5301e41a-4687-4d81-abd5-9103dd9d50e5,Imán II,1
07999911-0c6d-4a84-9930-77677526880e,02f1bdb0-befd-484c-bafd-e0885d364786,Corazón de hierro,1
07a1b43f-2180-4a0f-89ae-50b17b448f39,547c202d-b1b3-4c60-99a5-8ea4b22b788b,Vitalidad legendaria,1
07a84c1e-854e-464a-b8d3-68be779cbd00,3e3efb61-24e5-429d-852c-19f4e9fc411c,Venganza letal,1
07ae9d46-e4bb-4d6e-9cec-0ba166410a83,c3d2f2ab-c4ef-4536-8eb3-12b6f72ca721,Puntería I,2
07c407eb-1200-4bf8-b325-9fcc2004ead5,54448c6e-91f8-473c-9073-92b6e431d4a0,Esquiva II,1
08129095-c599-4f8f-895a-2e37ac18b96f,5301e41a-4687-4d81-abd5-9103dd9d50e5,Regeneración legendaria,1
0813aebd-0ac3-4bee-b47a-34b7f6396f59,8e67c14b-098a-4790-8301-ab832419230f,Infierno,1
082348e1-552b-414d-99f7-53706a5b9afd,501f44e6-b8f8-4dfe-a46e-fc95d6f90753,Furia,1
08250a6e-0480-454a-8ee7-d0003ad41d63,c7d829b3-6e9d-42f4-919a-afa4d26ee4ae,Suerte menor,1
0829070b-d68c-437e-87cc-adefbf1aafe2,621165b4-b72a-4b51-aca8-8901fdd12de6,Intangible,1
082e126e-7f22-4a1a-927d-16ffceaa59c1,6f344d23-060f-487f-9a19-960432103187,Disparo rápido,2
08331599-8460-4497-a538-5de21691e561,65b2d718-b1e1-4b2e-90c8-b45bf09c8a0c,Disparo rápido,2
08347465-4f6c-4d3f-ac82-8f5a60324f3d,692afeaf-88db-4284-976e-beeee8413b96,Imán II,3
083fdedd-97da-4207-818b-834a7df0fa08,8d3951ff-68f5-4229-abc8-b0e014ccf3e4,Codicia,1
084f452c-c68c-4e34-8f43-81d8f6876546,afaa0155-d8f3-4a19-a679-8ef47249787c,Viento esquivo,1
0871e34b-e51c-4fab-90a2-b688a777c99c,6ed179b4-89b7-43c6-822a-653ff5ce4b9d,Daño II,1
0875850b-fa6b-4f4e-bcb8-a8fb7a5cfaf0,a87a8604-d3a5-44e7-935f-4c2dc8365229,Daño II,2
0880304d-e118-4911-beb0-14e272b4d6c2,e5f697dc-6c6a-44a9-b2d4-33a751744ed0,Flecha extra,1
088bf87b-d5d7-4e0e-99fc-c37e2bf33c8d,34d0417c-4143-4fc0-a37a-6017fdc07b44,Suerte menor,1
0890127b-674f-4bc8-afd7-8026df8e14f0,0af94b2a-fe69-479c-b598-81d3a6b77610,Daño II,2
08916758-bca2-4c54-a7b1-7d324af9673b,38d8b32c-4188-4206-833f-551f5c7cbd9b,Esquiva II,1
08a609a6-5a03-42d2-b05b-bc94dc708d12,e8e70be3-66e8-4abd-8157-b58ad3ccc5e4,Sabiduría,2
08d9f321-08a6-4010-91b6-12ba4287dd89,79e087ca-270b-4087-b0d4-9d9464369fbd,Puntería I,1
08e9b475-345c-44e8-99c0-dc67177659a0,6d6c8b0a-7f32-4120-864f-1757d438c8a5,Venganza II,1
08ec4993-fafd-4b03-af3b-d0e7b457b749,288dd9db-2943-40d4-bfae-52d4a488fa95,Flecha ardiente,1
08efb2ca-f163-4a40-9c17-1100484f7bb3,f598cc70-cae8-420e-be86-d7c0aaab814f,Regeneración I,1
08fb8db9-7e10-4e48-b744-a9412dfd8ad2,fb7c8cf5-1b21-4341-97b6-8afa63bbea89,Trébol,1
08fd4717-f558-4b6b-a07c-0722de20999b,1a01298c-1951-4c77-a8ee-89a3dddad435,Infierno,1
090ac731-6435-4337-8f63-e9d35984da3c,634e38f9-b18e-4f50-9032-7a9cd74c0cb3,Venganza II,1
092de1e3-3d5b-4997-abca-62b1de89faf5,4c3ee856-dc8a-44b9-af4c-599ed8f7cff0,Cadencia II,2
0933bb9a-6dc7-4bb7-9a32-9006f03d3c32,3b58d74b-cc08-487e-9868-de651ad91a67,Llama eterna,1
0934d903-ec96-4692-b115-195c397af750,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,Pulso I,1
0934df1e-ddf5-42e4-be81-e836c07056c4,5f346316-7b98-4fed-9d5e-0aace5ac2f77,Vampirismo I,1
0936ccd5-4eba-4c63-9f93-68a0d410c41c,b329c955-b2ea-4ee5-a9a9-c23be8ef1b97,Cadencia I,2
09429e04-9ae3-410c-8d0f-37ed29e6c4b1,b7927167-a7db-4e53-8ca9-c44109513a9c,Furia,1
0944f748-9a96-4990-a4bd-fd17445ed7ed,b2ea2a8d-0698-437a-ab5a-fe0d53f8e384,Venganza II,1
0958fcee-50b2-47af-9278-d8d618ed18ec,eca21d22-361e-4144-ac20-b2387c331e66,Corazón de hierro,2
09682405-ef10-420b-861d-61013731be79,87f2ad84-6a6c-45fd-8769-fbb8127db460,Codicia,1
09aefb06-74bd-44cd-a03f-f3629f2bebcd,2303b01f-fa08-4f77-bc3a-7a0d5f6d678b,Infierno,1
09b07520-012e-4f5d-a16c-9177b41e438d,ceab0b07-b184-4685-b87a-c7114da64c24,Venganza III,1
09c3deea-91e3-4c58-aaa9-8c99cffb58c8,3df9d1c6-fd5e-4041-ba8b-7a31b3d49eb4,Vampirismo I,1
09e04044-c365-4b08-82cf-ec3ac6f9f2fa,6d229162-2e07-41e4-bc92-6ad11ae33970,Singularidad,1
09e59e5e-1c51-4c48-a03a-229ac11d3b59,5f346316-7b98-4fed-9d5e-0aace5ac2f77,Alcance I,2
0a2c019d-cc29-43ff-8f47-d0f592209ed6,b6337ca6-0416-46b6-a9ed-a78d8ea4fa08,Cadencia II,2
0a37d4d4-f9a1-464a-b0d1-7b9b92aec75f,afaa0155-d8f3-4a19-a679-8ef47249787c,Esquiva II,1
0a3c51c8-5324-4b77-a2b9-9f3b25154dad,5301e41a-4687-4d81-abd5-9103dd9d50e5,Tormenta de flechas,1
0a45c0a7-d98b-4d76-97e1-3533754edc4f,12b80902-760c-44ca-ad02-905a58cf4b1e,Codicia,1
0a486e78-417e-40f7-ab00-631f8364a41f,9e43f054-b7f0-4a0e-ab92-f14b62b69f0f,Furia,1
0a65a203-58ac-4ef0-bb02-acf348ba5f36,65b2d718-b1e1-4b2e-90c8-b45bf09c8a0c,Corazón de hierro,1
0a85b0d4-d11b-4d2c-8eda-f8844a196fb8,afaa0155-d8f3-4a19-a679-8ef47249787c,Ojo certero,1
0a8edb07-378a-49ab-be2b-276878db32cb,9587088e-2b70-400c-959b-ed89dcdcc02a,Aniquilación,1
0a9cb433-bc41-4621-b09e-2df6f56285d4,f598cc70-cae8-420e-be86-d7c0aaab814f,Ojo certero,1
0ab1e986-6337-481e-8cb5-04998858dca2,288dd9db-2943-40d4-bfae-52d4a488fa95,Aura II,1
0ab9ee20-e677-4c93-9adc-fc4c62798a31,342b9a7e-5e72-4d0d-b90e-57947496b99e,Botas ligeras,1
0acdc889-f127-4092-9fbf-548d217880e0,501f44e6-b8f8-4dfe-a46e-fc95d6f90753,Tormenta de área,1
0adfdeda-aabe-4140-a4cd-c4fbe915055a,9face13f-c901-4cc0-9f9a-dd9efc6d4887,Imán I,1
0aea3858-ab67-4e13-b0e0-87cbf228096f,92d8e45d-01ab-4c73-a57a-7ca89a92dea1,Bastión,1
0afab2eb-7f97-4f26-bd80-05f45321ad4b,e7a3224f-83fb-4c12-8455-7055cd163174,Regeneración legendaria,1
0afe0157-9d10-49ea-b880-56764a9163a2,a237dbf8-beeb-4a59-ab92-d49219739e0e,Regeneración I,1
0b20a127-a09e-4c99-a2a6-8013e5dd0eb6,a237dbf8-beeb-4a59-ab92-d49219739e0e,Venganza IV,1
0b2f171f-7a63-4b29-8219-dfb9acd9ee25,8e67c14b-098a-4790-8301-ab832419230f,Flecha ardiente,1
0b46b298-2006-4cab-a9be-8ab0a1a89867,65b2d718-b1e1-4b2e-90c8-b45bf09c8a0c,Cadencia II,2
0b496bb2-50b9-4ab4-9298-47e311a28530,a8d1c687-19dd-45e2-9790-065afb18364c,Tormenta de flechas,1
0b837f74-fde8-4569-8b43-5e409c1ae200,89ad5a3a-b615-4b5c-935b-4558b5a3b498,Ojo certero,1
0b8a21fb-4d21-4726-8412-6059198abfde,6ed179b4-89b7-43c6-822a-653ff5ce4b9d,Regeneración I,2
0b8d9a18-2ea5-4129-a224-4914d673f1d9,c26f96e0-4ce9-4a54-9f0d-d845d54f3f5e,Tormenta de flechas,1
0b9a6f44-30a6-4a97-be68-0c1c0ebeb45a,c26f96e0-4ce9-4a54-9f0d-d845d54f3f5e,Flecha extra,1
0bb22208-902d-440b-a337-ae9b8ebd0397,3df9d1c6-fd5e-4041-ba8b-7a31b3d49eb4,Lluvia de flechas,1
0bb90fbb-a363-47d8-9d55-f96326e6e10e,cebb591f-f29d-4a40-a655-6e05d5f87ad2,Regeneración IV,1
0bc38dd0-afa4-4744-8ea4-7eb0a9a73a7d,2042c711-f981-4d9e-bc9e-1e64f6f65312,Singularidad,1
0bc76361-15e8-4844-9ad6-f92c16f4770c,36f78638-69ff-473d-91cc-cd779e015bf1,Bastión,1
0bf9f740-8890-460d-a666-7949b85e6b7a,9587088e-2b70-400c-959b-ed89dcdcc02a,Sabiduría,1
0c1ebf09-7cac-4560-8193-6fb9deabbe96,bd702323-3ac9-41e4-a523-36ce1e6ee464,Aura legendaria,1
0c46c35e-9e55-4cef-8c0c-b59465e6e4ea,6683724d-4b30-470e-b677-f0abfa3ca6d2,Venganza III,1
0c4d00f5-5889-461e-995a-7d5ee16288ce,6f93e1ac-02d4-4851-9145-f230dc3f0436,Infierno,1
0c656da1-3fdb-44ee-8743-dbce7e28e236,a237dbf8-beeb-4a59-ab92-d49219739e0e,Ráfaga infinita,1
0c87e018-4aac-4009-9633-7d67b9f71ae3,f71018c8-d3bc-48d5-a035-7382d9ac5e63,Regeneración IV,1
0cd82c47-c3d7-4db1-8fa6-4ae630082864,23740e2a-e875-442f-a84f-aba564335f30,Fortuna legendaria,1
0cde1d04-b10e-434c-967f-f00fdc18fe4a,0f33c073-f218-41b5-af78-ee891110b44a,Botas veloces,2
0ce5fa64-d0fd-4152-accd-55c0c976f47e,2c88a764-84ed-44a1-b1c1-f2448c972218,Regeneración IV,1
0cea5fba-48af-46e6-9023-6c9fbe4fc4f5,40670b81-b267-43df-9a3a-56f504bf6354,Daño masivo,2
0ced8fdc-ecf7-4c35-9686-b3f7a8514806,51e201a5-8671-4003-b7bf-2453a27f8181,Furia,1
0d0f2593-082e-465d-90d3-ee0bbad697ef,7546a5ef-7cb3-4608-8e5e-89703199492a,Regeneración II,1
0d23f75f-2d22-407c-a027-fa943db0b12b,7c364856-4292-498d-ab1a-e6d80a700e44,Vampirismo II,3
0d5ab69c-e914-482b-a14d-f302ec6a62e3,2042c711-f981-4d9e-bc9e-1e64f6f65312,Aura divina,1
0d7bc551-942d-4e6f-80bc-1a3aa50b7da0,12b80902-760c-44ca-ad02-905a58cf4b1e,Daño II,1
0d81f0bc-d9e8-4432-90cd-5886b2a69660,2e50ed36-00fb-4893-87be-ca4faa89845a,Aura II,1
0d857527-f409-4220-8232-87ab4655da2d,866ae6ff-f11a-48a5-80c4-82cc30f73382,Cadencia I,4
0d8fc17e-11dd-48ba-9168-13923307f825,5ad6173a-e8c5-467c-84e4-239f7bafba3f,Lluvia de flechas,1
0d963bd2-f2c8-42cf-b401-52f6aeb9d7c7,e8892054-5eeb-4a73-888c-042ff814e38b,Esquiva I,1
0daa846b-d0c7-4cde-8738-5b7a1375f2c7,ceab0b07-b184-4685-b87a-c7114da64c24,Imán II,1
0dab7f46-c952-467b-9b7c-c6497b029a85,cf52f8cf-aaac-444a-9853-d4fbc5494dd9,Suerte,1
0db074d5-e941-4595-bf38-a225d3a3f869,6f344d23-060f-487f-9a19-960432103187,Corazón de hierro,1
0dd9deb6-fed4-465b-a8af-55df2d220f24,eec8103b-bda3-4b52-8ef4-9a1612e30394,Venganza II,1
0de807d1-8e9b-4a40-88a7-9bcd2f941303,c404059c-5b59-4023-bfac-f91f73293f12,Daño II,1
0dec976d-384f-4b8f-b812-e2d04468e3e4,09726140-1472-4f52-8046-609564f04c30,Puntería I,4
0df1aa3f-0b17-45c4-95f1-94dba203063a,f71018c8-d3bc-48d5-a035-7382d9ac5e63,Suerte menor,1
0df66ff9-d306-405d-a3dc-ab83fda14919,36f78638-69ff-473d-91cc-cd779e015bf1,Aura intensa,1
0df81603-b74b-4663-8d49-2d5e9edadf01,6f344d23-060f-487f-9a19-960432103187,Flecha extra,1
0e05addb-ca22-4ac7-b22b-0f6f84a400e3,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,Tormenta de área,1
0e1130ca-b971-422a-a253-2ae54c1726e3,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,Esquiva II,1
0e1ac6c1-0d0d-4a31-8b26-f5525e09bef9,2042c711-f981-4d9e-bc9e-1e64f6f65312,Rebote,1
0e200d84-1b1a-4fd5-b735-f7cdb3189155,6d6c8b0a-7f32-4120-864f-1757d438c8a5,Corazón de hierro,1
0e285dff-a158-4348-bc30-f74672bc2707,06fe9657-81a8-498e-98e3-7a0a247229de,Codicia,1
0e3a4760-fa62-4f9a-aad9-43bd80f4acb9,3df9d1c6-fd5e-4041-ba8b-7a31b3d49eb4,Daño I,1
0e41e7ff-da43-4cf1-ac32-5f7958c44b90,6f93e1ac-02d4-4851-9145-f230dc3f0436,Cadencia I,1
0e48a60a-242d-4675-aea9-0286f0c5c189,621165b4-b72a-4b51-aca8-8901fdd12de6,Trébol,3
0e649fe4-58f1-43fd-b64d-2c2c72919ecd,989215b9-2bdf-4c15-a089-a53d4e201445,Botas veloces,1
0e6909e7-a699-47ed-917e-57f7663facaa,e509480d-9abc-448c-99a2-b370493a7de2,Esquiva II,1
0e73e1af-e6be-45b0-b90e-d97e5c28528d,40670b81-b267-43df-9a3a-56f504bf6354,Regeneración IV,1
0e763f08-1353-4e33-bc9b-2d37546a638f,f598cc70-cae8-420e-be86-d7c0aaab814f,Puntería I,1
