id,run_id,game_time_seconds,round,option_1,option_2,option_3,selected_option,decision_ms,rerolls
019b2185-74df-4298-af15-0be36e9d9cb1,fd1e77bb-7d0a-4c7f-8dbc-66e1a1900f98,31,2,Botas ligeras,Suerte mayor,Imán II,Suerte mayor,3493,0
01a17be3-51fc-4c07-aedf-c35c50434872,9cd9cb7a-588c-4e2b-be05-e8bb79f9757f,59,3,Regeneración I,Venganza III,Viento esquivo,Viento esquivo,1418,0
01a87562-f315-4737-955d-826a91fae84a,91b87802-8707-470d-9d00-064479a4a5b8,152,3,Alcance II,Venganza II,Pulso I,Venganza II,13499,0
01ab1150-56d2-4ce4-87fd-4014704bde19,9587088e-2b70-400c-959b-ed89dcdcc02a,23,1,Reflejos felinos,Imán I,Vampirismo I,Imán I,2709,0
01b33391-493a-429a-ab13-e9e81dba32d7,dc71cb76-5231-40eb-9cb1-dd33e312d796,194,5,Daño I,Venganza IV,Vitalidad legendaria,Vitalidad legendaria,1883,0
01da4657-395e-4eef-a65c-46bc38230ae0,8049f7ab-ed9a-40c6-ac11-bb00a01272eb,52,2,Aura II,Botas veloces,Puntería I,Aura II,6251,0
01e13217-cc02-4d60-b7b2-938cb93b38a8,e7a3224f-83fb-4c12-8455-7055cd163174,95,4,Vampirismo I,Infierno,Lluvia de flechas,Lluvia de flechas,2349,0
01e53c7e-8b19-4ed3-a321-cc2b63b011fc,e31732b1-438f-479a-8775-5b6ba5b93d43,46,2,Vitalidad II,Daño II,Suerte menor,Daño II,1485,0
01e63aa1-914a-4b61-8e3d-e5776bd41338,8c8dc550-93e5-4ed0-b7de-35848833931a,83,3,Aura I,Daño I,Aura intensa,Aura intensa,4339,0
02089bd9-3064-482a-806b-35eb01f45632,0acd8809-8a3f-44e8-8ec9-03fb2ebfa02b,38,2,Suerte menor,Aura II,Regeneración II,Aura II,5861,0
0210342c-46b4-41f0-a727-b446c9426195,fb7c8cf5-1b21-4341-97b6-8afa63bbea89,122,5,Regeneración I,Aura I,Esquiva I,Esquiva I,2683,0
0234da40-0e5b-4828-8a58-7b328e55d5fa,92d8e45d-01ab-4c73-a57a-7ca89a92dea1,103,4,Aura II,Aura intensa,Vitalidad II,Aura intensa,4866,0
027e4d91-21a1-41da-8df2-221c83a8caab,eca21d22-361e-4144-ac20-b2387c331e66,25,2,Reflejos felinos,Vampirismo II,Esquiva I,Reflejos felinos,1497,0
028c9ccd-404e-418d-b9c4-597ba9a77af8,c3d2f2ab-c4ef-4536-8eb3-12b6f72ca721,228,5,Pulso I,Venganza I,Botas ligeras,Botas ligeras,1976,0
029b50e2-86e5-4ce7-af37-c0ad1be78c2c,9ab3cb58-4328-49e5-83a8-a1dbb1e96fa3,191,4,Codicia,Vampirismo I,Alcance I,Vampirismo I,4149,0
029eb21e-20ce-48a8-bbca-1beffbd46916,7546a5ef-7cb3-4608-8e5e-89703199492a,32,2,Esquiva II,Cadencia I,Regeneración I,Cadencia I,2373,0
02a462a2-f2fd-42ed-8b70-53c83fd5a7f4,12b80902-760c-44ca-ad02-905a58cf4b1e,64,3,Cadencia I,Vampirismo I,Venganza I,Vampirismo I,667,0
02b86f79-f89a-4d01-9085-64a43736ede7,67c16107-bd12-4c96-ac7e-51da750aa2c3,90,2,Campo magnético,Trébol,Cadencia II,Cadencia II,2866,0
02b89d0b-3d4f-43c5-8126-db9b74da8a83,23740e2a-e875-442f-a84f-aba564335f30,44,2,Puntería I,Flecha ardiente,Regeneración I,Flecha ardiente,1748,0
02bb1131-45af-42aa-9184-b2ac844b0b9b,9face13f-c901-4cc0-9f9a-dd9efc6d4887,80,3,Suerte menor,Botas veloces,Aura I,Aura I,2117,0
02d3262c-6409-458d-a88f-87aa12f0a814,a87a8604-d3a5-44e7-935f-4c2dc8365229,34,2,Daño II,Regeneración I,Vampirismo II,Daño II,1052,0
02ec7661-04c6-4b2f-9c2e-5a59c51a2c17,5f346316-7b98-4fed-9d5e-0aace5ac2f77,145,4,Cadencia I,Pulso I,Regeneración I,Pulso I,1783,0
02f7c515-5349-4c94-b75f-b9ecdfcc7548,47544f88-440c-4c4f-9eff-85ec5f081088,70,2,Regeneración III,Pulso I,Regeneración II,Regeneración III,8412,0
030c8845-6dce-404a-a6ca-9aa75f303593,06fe9657-81a8-498e-98e3-7a0a247229de,106,3,Botas veloces,Imán II,Bastión,Bastión,1691,0
0319d66d-8814-4901-b802-38b155f56fff,f106d89b-85f7-40bb-9334-c29f021612d0,8,1,Imán II,Vampirismo II,Botas ligeras,Botas ligeras,8818,0
03237d66-75a0-4470-b159-a61c6056fa68,7c364856-4292-498d-ab1a-e6d80a700e44,172,4,Onda mayor,Vampirismo II,Trébol,Onda mayor,3033,0
0325b637-6307-469b-ac3f-0d3905946c93,cacce394-6c33-4073-8334-66ead8905bb1,100,3,Regeneración I,Codicia,Vampirismo I,Vampirismo I,4568,0
0330c734-4ff7-46a5-b7ae-dd56c04a143d,e5f697dc-6c6a-44a9-b2d4-33a751744ed0,42,2,Imán I,Venganza I,Esquiva II,Esquiva II,1333,0
033900ff-2853-4795-aa3a-49b94e833275,e8e70be3-66e8-4abd-8157-b58ad3ccc5e4,74,3,Vitalidad II,Vampirismo I,Regeneración III,Regeneración III,9305,0
034ed294-5f98-4aba-9f21-acf4264aeea8,fb7c8cf5-1b21-4341-97b6-8afa63bbea89,153,5,Alcance I,Corazón de hierro,Alcance II,Corazón de hierro,2750,0
035421de-a9dd-4b69-867c-db562926a3fe,6f5d4349-239d-44b8-98da-4828fdc75a5c,18,1,Botas ligeras,Vampirismo I,Cadencia I,Cadencia I,16337,0
03915c1f-0834-4e7b-bf18-1b681aa6cac6,cacce394-6c33-4073-8334-66ead8905bb1,180,5,Imán I,Botas ligeras,Codicia,Botas ligeras,3723,0
03a5673f-00fa-4ff1-b713-e25daff16f13,12a9ff81-ed85-4e81-b71e-625079debd23,53,2,Flecha ardiente,Alcance I,Venganza I,Alcance I,12716,0
03aa18a0-91c1-42e4-a25e-f38b9d1a121d,2303b01f-fa08-4f77-bc3a-7a0d5f6d678b,73,4,Pulso II,Bastión,Alcance I,Pulso II,9645,0
03aea9db-d6dd-4783-a62e-16a1e7cdb22f,3b58d74b-cc08-487e-9868-de651ad91a67,145,5,Vitalidad II,Botas ligeras,Botas veloces,Botas veloces,3520,0
03b539f5-36f3-4516-bdb0-cb192ec8bf00,a0bf9a3f-dcc7-48b9-953c-ec94412c791d,47,2,Venganza I,Trébol,Aura intensa,Venganza I,4549,0
03ba346a-1383-4c8d-a6c2-efb50d16b9db,32f853da-62d8-4f61-8ed7-32f77c52f2c5,25,1,Regeneración I,Venganza I,Trébol,Trébol,3521,0
03c0b9bf-a6b2-4704-a86a-d5eba18874d3,b1420e15-afa5-4ddf-add1-b8a2145496f0,85,2,Cadencia I,Aura I,Suerte menor,Cadencia I,2351,0
03c50555-9da5-4eec-baed-0ebea270e656,bd702323-3ac9-41e4-a523-36ce1e6ee464,35,2,Suerte menor,Imán I,Cadencia I,Suerte menor,1417,0
03c9a4e9-3212-4fa5-9b9f-0124ac09b6ea,2e50ed36-00fb-4893-87be-ca4faa89845a,91,4,Onda expansiva,Cadencia II,Alcance I,Cadencia II,2350,0
03d196b8-708e-4e4b-b7df-45285ee30dc4,2c88a764-84ed-44a1-b1c1-f2448c972218,113,4,Botas ligeras,Botas veloces,Lluvia de flechas,Lluvia de flechas,1357,0
03d5505d-ddfe-4f1d-8db2-24237d20b660,e509480d-9abc-448c-99a2-b370493a7de2,66,2,Trébol,Imán I,Venganza II,Imán I,588,0
03db028f-875e-4989-932b-c289a360a5b8,4eefb700-f3e5-46fc-b13e-88efb939c15b,242,5,Campo magnético,Rebote,Regeneración III,Rebote,4832,0
0400564e-7715-4d25-ba1d-e89ed6e36604,8d3951ff-68f5-4229-abc8-b0e014ccf3e4,241,5,Regeneración I,Imán I,Vampirismo I,Regeneración I,3519,0
040a16fd-7e5a-49a8-93eb-37b09f53e5f3,7c364856-4292-498d-ab1a-e6d80a700e44,258,5,Viento esquivo,Trébol,Vampirismo II,Vampirismo II,4916,0
041da9c9-75a3-485e-a2be-6052e88e5f51,3df9d1c6-fd5e-4041-ba8b-7a31b3d49eb4,159,5,Puntería II,Pulso I,Cadencia I,Puntería II,1366,0
042b32c1-964d-4264-80d8-2613aace8c06,b7c48a10-1c42-43c1-bc58-ece266868745,70,2,Regeneración I,Venganza I,Esquiva I,Esquiva I,2851,0
0434b29d-637a-4872-8be6-d24f501a3395,eca21d22-361e-4144-ac20-b2387c331e66,157,5,Daño II,Onda mayor,Sabiduría,Daño II,3797,0
044122ab-5e00-4417-8b2f-aeffbaa8fb8f,4c3ee856-dc8a-44b9-af4c-599ed8f7cff0,37,2,Regeneración I,Codicia,Suerte menor,Regeneración I,3506,0
0460671a-b644-4238-929d-ab9dce7ae362,23ab4078-96b4-4d96-83ad-65a4abe8e1b9,47,2,Codicia,Vitalidad II,Vampirismo IV,Vampirismo IV,6477,0
04680087-6149-4829-abcd-5f60b0cb887a,93bad4a3-b6cc-4716-8212-ae631efe5f35,79,3,Venganza IV,Regeneración legendaria,Pulso legendario,Regeneración legendaria,4141,0
04736268-b62d-4d33-8bb3-3716de5285df,0acd8809-8a3f-44e8-8ec9-03fb2ebfa02b,241,5,Venganza I,Alcance II,Botas veloces,Venganza I,6419,0
04748bbe-7e0f-4aea-a442-ade2d66e97b9,47544f88-440c-4c4f-9eff-85ec5f081088,87,3,Codicia,Puntería I,Regeneración II,Regeneración II,4517,0
048c620c-21cc-4ddc-873a-4c12d8fcd980,7cbc6bac-31b7-4341-8e27-9e0e39ea6ad5,156,5,Lluvia de flechas,Venganza letal,Campo magnético,Lluvia de flechas,6598,0
049eb809-f650-40f6-b8c5-21fe3180b9b2,fa29c145-da90-4e54-ab17-34b98261236e,41,2,Suerte,Vampirismo I,Venganza II,Venganza II,7367,0
04a21f75-ec25-4682-976b-6371a0f7758e,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,39,2,Venganza I,Aura intensa,Aura II,Aura intensa,2043,0
04b95b0d-c436-4d85-83f7-3f32a5225bc6,8d3951ff-68f5-4229-abc8-b0e014ccf3e4,75,3,Daño II,Imán I,Onda mayor,Onda mayor,1849,0
04dc44a2-e4af-4e5b-9248-dd35fb1455d0,1a01298c-1951-4c77-a8ee-89a3dddad435,234,5,Puntería I,Disparo rápido,Regeneración I,Puntería I,2118,0
04e9152a-39bc-4ead-ad7c-ae305a71e551,b7c48a10-1c42-43c1-bc58-ece266868745,245,5,Daño II,Infierno,Onda mayor,Infierno,1468,0
04f0a93c-5c3f-4271-afe5-1938e2142be8,dd46af74-5e44-481c-961c-44a1df094eb7,224,5,Codicia,Imán II,Imán I,Imán II,1386,0
04f7aa1f-b86c-4f7b-a120-fb23f6608798,e9ae714c-6ca4-414d-87d9-e968c35ebfe2,228,5,Alcance I,Aura I,Regeneración I,Alcance I,4108,0
04fd00b9-e93a-4685-b603-82e030bc0c85,4bfb2dd5-6f1f-475f-8dfa-3073d34d9f8a,77,3,Regeneración II,Daño II,Sabiduría,Regeneración II,4246,0
04fdb7e3-3bd1-4540-b09a-33d2f9da0ee4,eb6ae233-5b63-4bfa-b563-5d9dab5e9da8,20,2,Esquiva I,Cadencia II,Cadencia I,Cadencia II,7877,0
051185ff-611e-4828-9591-89b5b4e88aa4,23ab4078-96b4-4d96-83ad-65a4abe8e1b9,231,4,Pulso I,Sabiduría,Trébol,Sabiduría,1876,0
051c40cc-4ace-4493-ae90-7c887f6b787a,6f344d23-060f-487f-9a19-960432103187,93,4,Infierno,Regeneración II,Disparo rápido,Disparo rápido,4047,0
052671d5-5544-4a0c-aae0-a2aac1b0fa73,81b98eed-3c9b-4dac-a7cf-101b8d758192,77,3,Imán I,Aura intensa,Regeneración III,Aura intensa,383,0
0539d77d-0a45-4378-918f-e790303e3f0a,e8892054-5eeb-4a73-888c-042ff814e38b,86,3,Vampirismo III,Suerte menor,Aura I,Suerte menor,4726,0
053fb29e-270a-44d7-b8e6-b95e6cdcdad0,6ed179b4-89b7-43c6-822a-653ff5ce4b9d,178,5,Cadencia I,Corazón de hierro,Imán I,Corazón de hierro,1129,0
05476f66-f13f-4dae-9352-962766710c02,5301e41a-4687-4d81-abd5-9103dd9d50e5,42,2,Onda expansiva,Cadencia II,Venganza III,Onda expansiva,1798,0
054912c4-1483-4d20-aeec-b73d36eddf15,f09784ea-cb6a-4d4f-8b68-c36060821e1a,73,2,Regeneración II,Campo magnético,Imán I,Campo magnético,1987,0
056b9f48-11f7-4381-ba1c-86c0210a32cf,b7927167-a7db-4e53-8ca9-c44109513a9c,17,1,Imán I,Trébol,Suerte menor,Trébol,4180,0
056d94ff-6f0a-42d5-9c46-bcb4f35cbd03,7c364856-4292-498d-ab1a-e6d80a700e44,34,2,Regeneración II,Daño masivo,Vampirismo III,Daño masivo,9999,0
056f3c74-6e28-4b49-b12b-bb909cc9009b,38d8b32c-4188-4206-833f-551f5c7cbd9b,153,3,Sabiduría,Flecha extra,Imán I,Flecha extra,6528,0
05aee28a-02bb-4af3-8e01-d6738d56ca95,eca21d22-361e-4144-ac20-b2387c331e66,28,2,Aura I,Cadencia I,Imán I,Cadencia I,1448,0
05c6e8da-6c9c-4dfd-8e1d-c6e65c543667,23ab4078-96b4-4d96-83ad-65a4abe8e1b9,36,2,Botas ligeras,Infierno,Regeneración I,Regeneración I,5925,0
05d395f1-698b-4698-9024-ab0e82453425,7031b138-ad7f-4da4-a7d4-d8b5e3ecd4df,10,1,Esquiva I,Venganza I,Lluvia de flechas,Lluvia de flechas,1077,0
05dd7e82-3e54-4af9-bb8c-b324e749743f,eec8103b-bda3-4b52-8ef4-9a1612e30394,80,4,Flecha ardiente,Esquiva II,Intangible,Flecha ardiente,5584,0
05eaf0c1-8d65-4d45-aeee-0086a32b8ebf,9cd9cb7a-588c-4e2b-be05-e8bb79f9757f,30,2,Aura intensa,Vitalidad II,Cadencia I,Cadencia I,2702,0
05ec761e-4430-40d7-a64b-cd92bebc5f91,b329c955-b2ea-4ee5-a9a9-c23be8ef1b97,154,4,Imán I,Esquiva I,Puntería I,Esquiva I,2773,0
0606ac8a-5042-49e4-9900-2c2f788d6edc,989215b9-2bdf-4c15-a089-a53d4e201445,70,3,Codicia,Aura I,Trébol,Codicia,3033,0
060e3368-bf5a-4f75-a3a3-ac659359bae7,5ad6173a-e8c5-467c-84e4-239f7bafba3f,33,2,Esquiva II,Vitalidad II,Venganza I,Vitalidad II,9392,0
061143f8-9cba-41d8-8ef0-f2e61860abaa,32d9bf5b-89d1-4916-895e-c95307c39b07,83,3,Vampirismo II,Aura II,Venganza II,Aura II,3900,0
061d6c7f-1881-4896-b482-a30410c2a6b0,65b2d718-b1e1-4b2e-90c8-b45bf09c8a0c,102,3,Trébol,Codicia,Cadencia I,Cadencia I,4879,0
062fb9a2-4da0-4ace-9f79-b3e6e1065811,50d353db-3226-48d3-89fd-00a80fcf618d,26,1,Lluvia de flechas,Trébol,Disparo rápido,Lluvia de flechas,7180,0
0659ade3-cd36-48c8-9d4d-34712de40d7b,c2df6f2d-07f9-4a83-8136-fc23784b3bfd,28,2,Venganza III,Venganza II,Vampirismo I,Venganza III,773,0
066b6f87-ebcf-4ba3-a267-871785c812e9,93bad4a3-b6cc-4716-8212-ae631efe5f35,23,1,Daño I,Aura I,Botas ligeras,Daño I,2149,0
0674b314-a294-49e1-8a82-41a73006e242,689bcacd-5e06-4be3-be11-3e60dc829331,176,4,Codicia,Pulso I,Trébol,Pulso I,260,0
067b1c72-52c0-4a19-a39d-78521825e8ff,a87a8604-d3a5-44e7-935f-4c2dc8365229,64,2,Imán II,Vampirismo I,Venganza I,Imán II,3717,0
067b6aa2-8ed7-45be-8554-2b18e3f875a0,0973cd03-3e0c-44b3-8c9b-d623f490bb68,76,4,Codicia,Botas veloces,Daño I,Codicia,1864,0
06801e79-9d2d-41a6-8876-04ad9e5a7123,342b9a7e-5e72-4d0d-b90e-57947496b99e,44,2,Bastión,Imán II,Cadencia II,Bastión,6982,0
06840bb8-686c-43a7-a47c-7d87fb92fbc0,81897b06-fd81-4935-9f3e-1c168deb59e9,438,5,Corazón de hierro,Venganza I,Puntería I,Puntería I,2177,0
06868a84-281e-452b-b6c3-8a603a287a1c,866ae6ff-f11a-48a5-80c4-82cc30f73382,90,3,Aura II,Venganza I,Esquiva II,Esquiva II,2823,0
069f9da2-e78e-4abe-acbc-84bd86ea70c1,6f7225e5-b6d0-4c5c-aa6a-bbe232c5997d,69,3,Aura I,Esquiva I,Imán I,Imán I,6003,0
06d02a0b-608a-4564-a438-b0c72562ceea,6d6c8b0a-7f32-4120-864f-1757d438c8a5,95,2,Botas ligeras,Puntería I,Cadencia I,Puntería I,5017,0
06da77c8-0547-42d2-ac4b-b6f9601dac41,1a01298c-1951-4c77-a8ee-89a3dddad435,71,2,Viento esquivo,Regeneración II,Daño I,Viento esquivo,1079,0
06db9d47-70b0-49ce-acf4-4824b91b3513,40670b81-b267-43df-9a3a-56f504bf6354,51,3,Vampirismo I,Cadencia II,Puntería I,Cadencia II,1497,0
06e0b0d0-60db-446e-82a6-4c47eab3c737,93bad4a3-b6cc-4716-8212-ae631efe5f35,35,2,Codicia,Botas ligeras,Vampirismo I,Codicia,1319,0
0701047e-7a22-4723-afbc-df043429dcf3,afaa0155-d8f3-4a19-a679-8ef47249787c,165,5,Regeneración IV,Disparo rápido,Cadencia II,Disparo rápido,2830,0
0708a6e1-24d5-478b-816c-b3379a7a2784,70148665-4c49-4e80-9e8d-bfddc9aaebd0,12,1,Vitalidad II,Venganza I,Aura I,Venganza I,8869,0
07142174-5afb-4f67-a0fc-349bb51c0c45,2042c711-f981-4d9e-bc9e-1e64f6f65312,76,3,Vitalidad legendaria,Aura legendaria,Flecha ardiente,Aura legendaria,2294,0
0719144a-639f-427b-9ed3-f2a2b661eb77,c26f96e0-4ce9-4a54-9f0d-d845d54f3f5e,158,5,Tormenta de flechas,Viento esquivo,Aura II,Tormenta de flechas,1145,0
071f1e8b-b28d-444d-8c68-fbe2ab00c809,91b87802-8707-470d-9d00-064479a4a5b8,211,3,Puntería I,Alcance I,Sabiduría,Sabiduría,14672,0
07339493-6997-4eb9-b2ce-8c0100c3efce,23ab4078-96b4-4d96-83ad-65a4abe8e1b9,249,5,Infierno,Onda expansiva,Puntería II,Infierno,4836,0
0752b37e-de29-4349-95cb-53ffd9f1fd70,40670b81-b267-43df-9a3a-56f504bf6354,37,2,Regeneración II,Reflejos felinos,Codicia,Codicia,2050,0
075a0b95-a120-4a43-a668-24f6bbbbd2b2,0af94b2a-fe69-479c-b598-81d3a6b77610,171,4,Aniquilación,Campo magnético,Rebote,Aniquilación,1300,0
075beeb6-8348-438e-a521-a240fe1b7396,689bcacd-5e06-4be3-be11-3e60dc829331,176,4,Pulso I,Furia,Reflejos felinos,Furia,357,0
07619182-e9cc-424f-b0e9-1b4bbd88c2e1,eca21d22-361e-4144-ac20-b2387c331e66,55,3,Suerte menor,Venganza I,Botas veloces,Botas veloces,1546,0
07651ccc-1ed4-4c64-8ca8-12869f3aa154,79e087ca-270b-4087-b0d4-9d9464369fbd,128,4,Venganza I,Daño II,Regeneración II,Daño II,6937,0
07844684-5195-4ade-bb15-1c0d83a21080,f106d89b-85f7-40bb-9334-c29f021612d0,64,3,Vampirismo II,Codicia,Imán I,Vampirismo II,2248,0
0786b4f9-0f63-40db-8126-bdb45b07d649,7546a5ef-7cb3-4608-8e5e-89703199492a,197,5,Esquiva I,Vampirismo IV,Daño I,Vampirismo IV,2790,0
0787963f-5320-481c-9c43-26d780a3a0de,1004050c-e64e-441a-b2d5-113a08160a55,86,2,Suerte mayor,Vampirismo IV,Venganza I,Suerte mayor,4656,0
0792d693-d8e2-49c4-91cc-0d1610b404b3,70148665-4c49-4e80-9e8d-bfddc9aaebd0,167,5,Vampirismo II,Botas ligeras,Vitalidad II,Vitalidad II,1435,0
079c7d8f-cc33-4f25-9fd5-43cc45441346,8c8dc550-93e5-4ed0-b7de-35848833931a,123,5,Cadencia II,Imán II,Regeneración II,Cadencia II,2850,0
079f8d3c-522a-40b3-a4e7-5c25b4fdcae0,dc71cb76-5231-40eb-9cb1-dd33e312d796,172,4,Aura I,Imán I,Vitalidad II,Vitalidad II,1088,0
07aad680-a5a1-4ffd-b3f1-cfe6b2473ee4,79e087ca-270b-4087-b0d4-9d9464369fbd,160,5,Sed de sangre,Regeneración II,Aura divina,Aura divina,5787,0
07b9c8c9-e950-4daf-8690-653dfbbf9a8b,0af94b2a-fe69-479c-b598-81d3a6b77610,34,2,Aura intensa,Suerte menor,Venganza I,Venganza I,4383,0
07d62f59-0df0-4b2c-99d7-a42a61e7abd0,7c364856-4292-498d-ab1a-e6d80a700e44,302,5,Aniquilación,Imán II,Puntería I,Aniquilación,1848,0
07ed6efb-1826-4944-b064-2afb033c6ee5,afaa0155-d8f3-4a19-a679-8ef47249787c,102,3,Rebote,Ojo certero,Suerte mayor,Ojo certero,1619,0
07f192ef-9752-43da-a4ef-cf484828ea78,af37841a-5da4-4b27-b085-5b56eaba9bf3,72,3,Suerte menor,Trébol,Vitalidad II,Vitalidad II,3778,0
07ffa3b0-faa5-40cb-b94f-b47bf14888d5,47544f88-440c-4c4f-9eff-85ec5f081088,75,2,Alcance I,Flecha ardiente,Aura II,Flecha ardiente,4994,0
0802a3ad-b68f-4a65-ba06-8be43d7c7ef2,bb33ae0e-0e76-43dc-8d46-8bc833341d89,72,2,Alcance I,Vitalidad II,Vampirismo II,Vampirismo II,4990,0
08068240-dcd1-46e3-805d-0c2c35c2d172,51e201a5-8671-4003-b7bf-2453a27f8181,276,5,Venganza I,Esquiva II,Suerte menor,Esquiva II,2846,0
080d3f00-8ee9-42ff-9d9c-143e0ec91276,4051b7aa-e01a-4aa7-9892-f783d98cb3c2,51,2,Imán I,Venganza III,Trébol,Venganza III,2831,0
081ad1da-20a5-4700-af79-6a5afbbf3740,1a01298c-1951-4c77-a8ee-89a3dddad435,36,2,Esquiva II,Suerte menor,Regeneración I,Esquiva II,2630,0
